214,112,7,4,64,354560
220,112,7,4,64,354560
214,112,7,4,64,354560
216,112,7,4,64,354560
210,112,7,4,64,354560
212,112,7,4,64,354560
206,112,7,4,64,354560
212,112,7,4,64,354560
216,112,7,4,64,354560
224,112,7,4,64,354560
210,112,7,4,64,354560
220,112,7,4,64,354560
218,112,7,4,64,354560
220,112,7,4,64,354560
212,112,7,4,64,354560
216,112,7,4,64,354560
218,112,7,4,64,354560
222,112,7,4,64,354560
212,112,7,4,64,354560
216,112,7,4,64,354560
214,112,7,4,64,354560
216,112,7,4,64,354560
206,112,7,4,64,354560
212,112,7,4,64,354560
216,112,7,4,64,354560
224,112,7,4,64,354560
214,112,7,4,64,354560
222,112,7,4,64,354560
216,112,7,4,64,354560
222,112,7,4,64,354560
216,112,7,4,64,354560
218,112,7,4,64,354560
226,112,7,4,64,354560
216,112,7,4,64,354560
220,112,7,4,64,354560
214,112,7,4,64,354560
224,112,7,4,64,354560
208,112,7,4,64,354560
220,112,7,4,64,354560
210,112,7,4,64,354560
220,112,7,4,64,354560
220,112,7,4,64,354560
220,112,7,4,64,354560
212,112,7,4,64,354560
226,112,7,4,64,354560
220,112,7,4,64,354560
224,112,7,4,64,354560
212,112,7,4,64,354560
228,112,7,4,64,354560
214,112,7,4,64,354560
222,112,7,4,64,354560
210,112,7,4,64,354560
224,112,7,4,64,354560
208,112,7,4,64,354560
218,112,7,4,64,354560
214,112,7,4,64,354560
226,112,7,4,64,354560
218,112,7,4,64,354560
222,112,7,4,64,354560
210,112,7,4,64,354560
226,112,7,4,64,354560
218,112,7,4,64,354560
224,112,7,4,64,354560
212,112,7,4,64,354560
212,112,7,4,64,354560
218,112,7,4,64,354560
216,112,7,4,64,354560
216,112,7,4,64,354560
210,112,7,4,64,354560
218,112,7,4,64,354560
218,112,7,4,64,354560
216,112,7,4,64,354560
214,112,7,4,64,354560
220,112,7,4,64,354560
218,112,7,4,64,354560
220,112,7,4,64,354560
210,112,7,4,64,354560
222,112,7,4,64,354560
216,112,7,4,64,354560
220,112,7,4,64,354560
212,112,7,4,64,354560
204,112,7,4,64,354560
210,112,7,4,64,354560
216,112,7,4,64,354560
206,112,7,4,64,354560
216,112,7,4,64,354560
216,112,7,4,64,354560
212,112,7,4,64,354560
212,112,7,4,64,354560
