210,118,7,4,40,324608
216,118,7,4,40,324608
210,118,7,4,40,324608
210,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
206,118,7,4,40,324608
214,118,7,4,40,324608
210,118,7,4,40,324608
208,118,7,4,40,324608
208,118,7,4,40,324608
214,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
208,118,7,4,40,324608
212,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
206,118,7,4,40,324608
212,118,7,4,40,324608
208,118,7,4,40,324608
204,118,7,4,40,324608
206,118,7,4,40,324608
208,118,7,4,40,324608
206,118,7,4,40,324608
208,118,7,4,40,324608
206,118,7,4,40,324608
212,118,7,4,40,324608
208,118,7,4,40,324608
210,118,7,4,40,324608
202,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
222,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
208,118,7,4,40,324608
212,118,7,4,40,324608
208,118,7,4,40,324608
214,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
204,118,7,4,40,324608
214,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
210,118,7,4,40,324608
212,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
216,118,7,4,40,324608
214,118,7,4,40,324608
214,118,7,4,40,324608
212,118,7,4,40,324608
214,118,7,4,40,324608
214,118,7,4,40,324608
214,118,7,4,40,324608
208,118,7,4,40,324608
214,118,7,4,40,324608
212,118,7,4,40,324608
212,118,7,4,40,324608
210,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
218,118,7,4,40,324608
216,118,7,4,40,324608
214,118,7,4,40,324608
210,118,7,4,40,324608
220,118,7,4,40,324608
218,118,7,4,40,324608
218,118,7,4,40,324608
216,118,7,4,40,324608
222,118,7,4,40,324608
218,118,7,4,40,324608
216,118,7,4,40,324608
214,118,7,4,40,324608
220,118,7,4,40,324608
218,118,7,4,40,324608
212,118,7,4,40,324608
214,118,7,4,40,324608
214,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
210,118,7,4,40,324608
212,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
214,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
212,118,7,4,40,324608
212,118,7,4,40,324608
220,118,7,4,40,324608
220,118,7,4,40,324608
216,118,7,4,40,324608
214,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
214,118,7,4,40,324608
212,118,7,4,40,324608
218,118,7,4,40,324608
222,118,7,4,40,324608
216,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
210,118,7,4,40,324608
212,118,7,4,40,324608
216,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
206,118,7,4,40,324608
212,118,7,4,40,324608
216,118,7,4,40,324608
210,118,7,4,40,324608
210,118,7,4,40,324608
212,118,7,4,40,324608
214,118,7,4,40,324608
214,118,7,4,40,324608
214,118,7,4,40,324608
216,118,7,4,40,324608
218,118,7,4,40,324608
210,118,7,4,40,324608
214,118,7,4,40,324608
210,118,7,4,40,324608
214,118,7,4,40,324608
210,118,7,4,40,324608
222,118,7,4,40,324608
210,118,7,4,40,324608
218,118,7,4,40,324608
210,118,7,4,40,324608
216,118,7,4,40,324608
212,118,7,4,40,324608
216,118,7,4,40,324608
218,118,7,4,40,324608
222,118,7,4,40,324608
218,118,7,4,40,324608
